en,zu,source
"""This splint offers support and compression, which are both good for a wrist injury, while allowing you to use your hand.","""Lesi siplinti sihlinzeka ukweseka kanye nokufinyela, kokubili okulungele ukulimala kwesihlakala, kube kukuvumela ukuthi usebenzise isandla sakho.",News Crawl 2019
"Consumer-focused stocks are down about 6%, with a large portion of companies depending on China for significant revenue.","Impahla ebhekene ngqo nabasebenzisi yehle cishe ngama-6%, okuyilapho ingxenye enkulu yezinkampani yeyeme phezu kweShayina ngokuphathelene nemali ezotholwa ebalulekile.",News Crawl 2019
Florida county to revisit rejection of digital New York Times for libraries,Ikhawunti i-Florida county izophinde ibhekisise ukwaliwa kwe-New York Times eyidijithali kumalayibhulari,News Crawl 2019
"""I don't think we have had a time where we haven't had a lot of pull outs but we have a really strong squad,"" added Southgate. ""We will know more by that date [May 27] but we can make changes after that date.","""Angicabangi ukuthi sike saba nesikhathi lapho singazange sibe nokuzihoxisa okuningi kodwa sineqembu elinamandla kakhulu,"" kwengeza u-Southgate. ""Sizokwazi kabanzi ngalolo suku [okunguMeyi 27] kodwa singenza izinguquko emva kwalolo suku.",News Crawl 2019
Harry Waizer:,U-Harry Waizer:,News Crawl 2019
Our whole writers room went last week. ...,Lonke igumbi lababhali lihambile evikini eledlule. ...,News Crawl 2019
"""HOLD THE DATE!"" he tweeted in February. ""We will be having one of the biggest gatherings in the history of Washington, D.C., on July 4th. It will be called 'A Salute To America' and will be held at the Lincoln Memorial. Major fireworks display, entertainment and an address by your favorite President, me!""","""BAMBA LOLOL SUKU!"" washo ku-tweeter ngoFebruwari. ""Sizokube sinomunye wemihlangano emikhulu kakhulu emlandwini we-Washington, D.C., ngomhla ka-4 kuJulayi. Uzobizwa ngokuthi 'A Salute To America' futhi uzobanjwa Etsheni Lesikhumbuzo i-Lincoln Memorial. Iziqhumane ezisemqoka ukubukisa kanye nokujabulisa futhi kuzokuba nenkulumo evela kuMongameli wakho omthandayo, mina!""",News Crawl 2019
"Josh Lambo was AFC special teams player of the week, while Carolina's Joey Slye won the award for the NFC.","U-Josh Lambo wayengumdlali weviki weqembu elikhethekile le-AFC, ngenkathi i-u-Joey Slye we-Carolina enqoba umklomelo we-NFC.",News Crawl 2019
"I had known about my uncle since my early childhood, because my mother (his sister) and my grandfather, the painter Leonid Pasternak, had told us all about their Russian family.","Ngangazi ngomalume wami ukusukela ngiseyingane, ngoba umama (udadewabo) kanye nomkhulu, owayengumpendi u-Leonid Pasternak, wayesitshelile sonke ngalo mndeni waseRashiya.",News Crawl 2019
"Like his heavyweight rival Anthony Joshua, Mexican brawler Andy Ruiz Jr boasts several tattoos dotted around his torso.","Njengembangi yakhe enesisindo esikhulu u- u-Anthony Joshua, umxokozeli oyi-Mexican u-Andy Ruiz Jr uzigqaja ngama-tattoo ambalwa enziwe aba ngamachashaza ukuzungezlea indawo esessiswini nasesifubeni.",News Crawl 2019
"On FDA's more day-to-day responsibilities, Gottlieb continued a multi-decade, bipartisan shift toward faster, more streamlined product reviews for drugs and medical devices. That issue has long been the top priority for the powerful pharmaceutical and device industries, which spend millions lobbying Congress and the federal government annually to ensure speedy market access for their products.","Ngaphakathi kwezibophezelo eziningi zosuku nosuku, u-Gottlieb waqhuba ukugudluka kweminyaka engamashumi amaningi yokusebenzisana ngababili, ukubuyekeza umkhiqizo ngokugudluka okushesha kakhulu nokuqondisiwekwezidakamizwa kanye nezisetshenziswa zokwelapha. Lolo daba kudala lingolubekwe phambili olusemqoka kuzimboni zokwenza imithi nezisetshenziswa ezinamandla,  ezisebenzisa amamiliyoni zicela uKhongolose kanye nohulumeniwenhlangano yamazwe ngonyaka nonyaka ukuqinisekisa ukufinyelela ngokushesha kwemikhiqizo yabo ezimakethe",News Crawl 2019
"Ms York managed to escape the room to get help and was brought to a hospital in Playa del Carmen, the outlet reported.","UNksz York waphumelela ukucusha egumbini wayofuna usizo futhi walethwa esibhedlela esise- Playa del Carmen, kwabika isikhungwana.",News Crawl 2019
"After the confrontations died down, Jerusalem District Police Chief Doron Yedid said on Kan radio that he had lifted the ban. Jewish visitors then entered the area under heavy police guard and no serious violence was reported.","Emva kokuba izingxabano seziphelile, Iphoyisa Elikhulu Lesigodi saseJerusalema u- Doron Yedid wathi useyisusile ibheni emsakazweni i- Kan. Izivakashi zamaJuda zabe sezingena kuleyo ndawo zihamba namaphoyisa amaningi angonogada futhi azikho izehlakalo ezimbi ezabikwa.",News Crawl 2019
"The findings echo the reported view of the Prime Minister's top adviser, Dominic Cummings, who is said to have told him that opponents of no-deal had left it too late.","Imiphumela ibikezele umbono obikiwe womeluleki ophezulu kaNgqongqoshe, u- Dominic Cummings, okwashiwoyo ukuth wamtshela ukuthi abaxabana naye bengena kwenza bakuyeka kwaze kwaba ngemuva kwesikhathi.",News Crawl 2019
"Calabresi's column has been cited prominently by, among others, Republican Sen. Rand Paul - who touted Calabresi's credentials.",Ikholomu ka-Calabresi iye yashiwo kabanzi ngaphakathi kwabanye yilunga lesigele lamaRiphabhulikheni u-Rand Paul – owacela izincwadi ezichaza ngo-Calabresi.,News Crawl 2019
The vendors at the property are downsizing locally.,Abanikazi bendawo bancipisa izinto eziningi endaweni.,News Crawl 2019
A Senate inquiry will deliver its findings into the federal government's proposed Ensuring Integrity law within two weeks.,Umbuzo weSigele uzokwethula imiphumela emthethwemi ophakanyisiwe kahulumeni wenhlangano yamazwe Oqinisekisa Ubuqotho ngaphakathi kwamaviki amabili.,News Crawl 2019
"""We have lost. Let's not muck about with the language,"" he told the BBC on Saturday. ""Brexit is going to happen and we have to live with it.""","""Sehluliwe. Asingazulazuli maqondana nolimi,"" watshela i-BBC ngoMgqibelo. ""I-Brexit izokwenzeka futhi kumele siphile nayo.""",News Crawl 2019
"The absence of the name of former Lagos Governor, Akinwumi Ambode, on the list of nominees, in spite of his earlier humiliation from the governorship race, is hard to comprehend. His nomination was widely speculated but he eventually lost out to the heavyweights in his state. With","Ukungabikhona kwegama lowaye nguMphathwase-Lagos, u-Akinwumi Ambode, ohlwini lwabakhethiwe, nanoma waphatheka kabi kakhulu ekungeneleni umjaho wobuphathi ngaphambilini, kunzima ukukuqondisisa. Ukukhethwa kwakhe kwacatshangwa kakhulu kodwa ekugcineni wagcina ehlulwe ngabanesisindo esikhulu kuhulumeni wakhe. ",News Crawl 2019
"En 16 ans, disent-ils, la renaissance économique promise n'est jamais arrivée alors que plus de la moitié des juteux revenus du pétrole se perdait dans les poches de politiciens et d'entrepreneurs véreux.","En 16 ans, disent-ils, la renaissance économique promise n'est jamais arrivée alors que plus de la moitié des juteux revenus du pétrole se perdait dans les poches de politiciens et d'entrepreneurs véreux.",News Crawl 2019
"His dramatic downfall stunned the business world and laid bare tensions in the alliance between Renault, Nissan and their smaller Japanese partner Mitsubishi.","Ukuwa kwakhe okwakuyidrama kwamangaza umhlaba wonke wezamabhizinisi futhi wabeka obala izingxabano phakathi kokuhlanganyela kwe- Renault, i-Nissan kanye nomlingani wabo omncane womJapanisi i-Mitsubishi.",News Crawl 2019
Mozambique death toll rises to 242 after cyclone: minister,Inani labantu abashonile e-Mozambique linyukele kuma-242 ngemuva kwe-cyclone: ungqongqoshe,News Crawl 2019
"Later Tuesday, the parliament's secretary-general, Adnan Daher, read a statement saying that the session has been postponed ""until a new date is set."" He added that current parliamentary committees will continue their work as there was no session on Tuesday to elect new committees.","Ngolwesibili ngamadina, unobhala jikele wasephalamende, u-Adnan Daher, wafunda isitatimende esasithi iseshini ihlehlisiwe ""kuze kube yilapho kubekwa usuku olusha."" Wengeza ngokuthi amakomiti asephalamende akhona azoqhubeka nomsebenzi wabo njengoba kwakungekho seshini yokukhetha amakomiti amasha ngoLwesibili.",News Crawl 2019
Anyone released on temporary licence must meet strict criteria and pass a full-risk assessment before being considered for release.,Yinoma ngubani okhishwa ngelayisensi yesikhashana kumele afinyelele izinga eliyisici eliqinile aphinde aphumelele ukuhlola kobungozi obuphelele ngaphambi kokuba acatshangelwe ukuthi akhishwe.,News Crawl 2019
"Interoperability, or the ability to message fluidly across all of the company's platforms has been mentioned by Zuckerberg before, but this is the most definitive statement the company has made about how it will work. It will be opt-in, Zuckerberg wrote, but that still has privacy and anti-trust experts concerned.","Ukusebenza ngokuhlanganyela noma ikhono lokwazi ukuthula umlayezo ngokugelelza ukuphambanisa wonke amapulatifomu enkampani kuye kwashiwo ngu- Zuckerberg ngaphambilini, kodwa izitatimende ezicacile kakhulu ezenziwe yinkampani maqondana nokuthi izosebenza kanjani. Kuzokuba wukhetho lokungena, kwabhala u-Zuckerberg, kodwa naloko kunokuba nokuba ngasese kanye nokulwisa ukungathembakali kosomaciko abathintekayo.",News Crawl 2019
"Williams frequently references his late father, EJ, and some of the folksy logic and advice (""If you wake up and think you know it all, you've got a problem"") he imparted. Helping others is often helping himself.","U-Williams uvamile ukukhuluma ngoyise owashona, u-EJ, kanyenangezinye izeluleko eziqondile zomndeni (""Uma uvuka ucabanga ukuthi wazi yonke into, unenkinga"") wethula loku. Ukusiza abanye kuvame ukuba ukuzisiza yena.",News Crawl 2019
"NATO Deputy Secretary General Rose Gottemoeller said at the signing ceremony that the memorandum was ""a significant first step towards establishing European stockpiles of high quality maritime munitions. In time, this initiative will enhance our forces' interoperability, our ability to share munitions, and our capacity work together in an effective and efficient way.""","Iphini LikaNobhala Jikelele we-NATO u-Rose Gottemoeller ngesikhathi somcimbi wokusayina wathi imemorandamu “kwakuyisinyathelo sokuqala esisemqoka sabaseYurophu sokumisa izinqumbi zempahla ezisezingeni eliphezulu kakhulu zezikhali zemikhumbi yempi. Ekuhambeni kwesikhathi loku kuqaliswa komsebenzi kuzakwengeza amandla ethu okusebenza ngokubambisana, ikhono lethu lokwabelana ngezikhali, futhi ubukhulu bethu busebenza ndawonye ngendlela elinganayo nenempumelelo.""",News Crawl 2019
"When I met her at Princeton, she thanked me personally and I didn't know what to do with myself. I was with a group of writers who were involved with The Princeton Slavery project, where the university was doing an investigation into it's links to slavery and asked us to take a moment in that history to write about. There were six of us, we each wrote a play and Toni introduced them.","Ngenkathi ngihlangana naye e-Princeton, wangibonga yena ngokwakhe futhi angizange ngazi ukuthi ngenzeni. Ngangihleli neqembu lababhali ababebandakanyeka kuprojekthi yase-Princeton Yobugqila lapho inyuvesi yayenza uphenyo kukuxhumana kwayo nobugqila yase isicela ukuthi sithathe ithuba sibhale ngalowo mlando. Sasiyisithupha, umuntu ngamunye wabhala umdlalo bese u-Toni wayingenisa.",News Crawl 2019
"""I haven't spoken to David King in years,"" he said.","""Ngagcina eminyakeni yakudala ukukhuluma no-David King,"" kwasho yena.",News Crawl 2019
"That I dismissed my own pain, that I didn't recognize how much discomfort I was in, and that my fear kept me from demanding, with my doctors, that we figure out better treatment.","Ukuthi ngasusa obami ubuhlungu, nokuthi ngangingaboni ukuthi ngangiphatheke kabi  kangakanani, nokuthi ukwesaba kwami kwangivimbela ukufuna, kodokotela bami, ukuze sicabange ukwelashwa okungcono.",News Crawl 2019
"Media wishing to participate in person or reserve an interview opportunity must contact Space Center Houston at 281-244-2139 by 5 p.m. Wednesday, April 24.","Abezinsiza kuxhumana abafuna ukubamba iqhaza ngokwabo noma ukuzihlelela ithuba lokuxoxisana kumele baxhumane no-Space Center Houston lapha 281-244-2139 ngaphambi kuka-5 ntambama ngoLwesithathu, womhla ka-24 ku-Apreli.",News Crawl 2019
He was a talented basketball player as a junior and was picked up by Collingwood with pick No. 32 at the 2015 draft.,Wayengumdlali webhola lezandla onethalente esemncane wabe esethathwe yi-Collingwood ekhethwe ngoNo-32 kuhlaka luka-2015.,News Crawl 2019
"There were other chances besides, the forward blazing over from a corner moments after he entered the game.","Bekukhona amanye amathuba ngaphandle kwalapho, umdlali waphambili walishaya igoli leqa amapali emva kokungena emdlalweni.",News Crawl 2019
The Victorian mansion is set in four acres of woodland and boasts a swimming pool.,Umuzi omkhulu wohlobo lwe-Victorian ubekwe waba ngamayeka amane omhlaba wokhuni futhi uzigabisa ngedamu lokubhukuda.,News Crawl 2019
"""Many cruise ships when travelling to NZ Ports, such as the Port of Tauranga opt to have a traditional Maori Welcome (Powhiri) welcoming the 3000+ guests,"" he said.","""Imikhumbi eminingi yokuvakashela amazwe ukuya kumatheku ase-NZ, afana ne-Port of Tauranga akhetha ukuba ne-Maori yosiko Siyanamukela (Powhiri) eyamukela izivakashi ezinngu-3000+,"" kwasho yena.",News Crawl 2019
"It damaged the building, but was smaller than Thursday's fire.","Imoshe ibhilidi, kodwa yayiyincane kakhulu kunomlilo wangoLwesine.",News Crawl 2019
"Labour say they want to end homelessness within five years if they win the election, while the Conservatives say they want to tackle homelessness by investing over £1bn by 2020.","I-Labour bathi bafuna ukuqeda ukungabi namakhaya kwabantu ngaphakathi kweminyaka emihlanu uma benqoba ukhetho, ngenkathi ama-Conservatives ethi afuna ukubhekana nokungabi nendawo yokuhlala kwabantu ngokuzalisa imali engaphezu kwe-£1bhiliyoni ukuya ngasonyakeni ka-2020.",News Crawl 2019
"We will be vaccinating 800,000 people.","Sizobe sijova abantu abangama-800,000.",News Crawl 2019
Passive damage increased. Q cooldown decreased. Amumu now follows enemies hit by Q if they move while he's mid-flight.,Ukulimala okungasebenzi kuyakhula. Ukwehla kwezinga le-Q kuyancipha. U-Amumu manje ulandela ukushaywa kwesitha ngu-Q uma beshukuma ngenkathi ephakathi nendawo yokundiza.,News Crawl 2019
You can go further.,Ungaqhubeka uye phambili.,News Crawl 2019
The Senza® System and Senza II™ System are the only SCS systems that deliver Nevro's proprietary HF10® therapy.,I-Senza® System kanye ne-Senza II™ System yizona kuphela izinhlelo ze-SCS ezethula ubunikazi bokwelashwa be-Nevro HF10®.,News Crawl 2019
"But Mr Roberts said he ""would love"" for the event to return to Dumfries and Galloway.","Kodwa uMnu Roberts wathi ""angathanda"" ukuthi lesi sehlakalo sibuye ku-Dumfries ne-Galloway.",News Crawl 2019
A surprise defeat by Pakistan made their job more awkward than expected and victory over the Tigers today is essential if the hosts are to reassert themselves on the competition.,Ukunqoba okungalindelekile kwe-Pakistan kwenza ukuthi umsebenzi wabo ube nzima kakhulu kunokulindelekile kanye nempumelelo ngaphezu kwe-Tigers namhlanje isemqoka uma ngabe abaninindawo bangaphinde baziqinisekise emncintiswaneni.,News Crawl 2019
