zu,en,source
Isicelo semvume yokusetshenziswa kwamanzi sizofakwa eMnyangweni Wezamanzi Nokuthuthwa Kwendle njengokuyalela kweSigaba 21 (c) no (i) soMthetho kaZwelonke Wezamanzi (Umthetho No.36 ka-1998).,An application for a water use permit will be submitted to the Department of Water and Sanitation as prescribed in Section 21 (c) and (i) of the National Water Act (Act No. 36 of 1998).,Newspaper
"Ubufakazi bemikhiqizo yakho � kwi-disk noma i-DVD noma obungamakhophi akwifayela Usuku lokugcina lokulethwa kwezicelo uMsombuluko, 18 Ephreli 2016, engakashayi u-15:00.","Proof of your products on disk or DVD or photocopied on file the deadline for applications is Monday, 18 April 2016, before 15:00.",Newspaper
"Lelibhasi lakhiwe la eNingizimu Afrika, eKapa, linenjini ye Euro 5.","The bus, built here in South Africa, Cape Town, has a Euro 5 engine.",Newspaper
Phakathi kwalamaprojekthi ukufakwa kwamatransformer amasha esiteshini sagesi esiseDalton.,Among these projects is the installation of new transformers at the Dalton power station.,Newspaper
Inhloso yalomhlangano bekuwukufundisa imiphakathi ngokubaluleka kokuhluzwa kwamanzi ngoba bangawasebenzisa ezindlini zabo noma ezingadini zabo.,The purpose of the meeting was to educate communities on the importance of water purification because they can use it in their homes or gardens.,Newspaper
"Lokhu kwenzeke emuva kokuthi itekisi okuthiwa laligijima kakhulu laphapha-laza laphuma emgwaqeni lashayisa indlu, lalimaza impahla nokwaholela ekutheni umphakathi ugcwale imigwaqo ubhikisha.","This came after a taxi that was said to be speeding veered off the road and crashed into a house, damaging property and causing public protests.",Newspaper
"IPhini leMenenja yezeziMali kwiDolobha, uKrish Kumar lithi lokhu kuhlabana kwenziwa ubuholi obuqotho nokuzimisela kwamakhansela nabasebenzi.","The City's Deputy Finance Manager, Krish Kumar, said the controversy was due to the strong leadership and determination of councilors and staff.",Newspaper
Ngizokwazi nokukhulisa amakhasimende ami� kusho uNgwenya obekhombisa ngokusobala ukuthi uyalithakasela lelithuba.,I will also be able to grow my customers said Crocodile who clearly showed interest in the opportunity.,Newspaper
"Izinkampani zamaloli ezilishumi zibambe iqhaza kanti nabashayeli bamaloli ababalelwa ku-500 bawuhambelile lomcimbi nemindeni yabo futhi bahlolelela izifo ezihlukene,�.",Ten truck companies participated and about 500 truck drivers attended the event with their families and were tested for various diseases.,Newspaper
Ukusebenzisana okunje kuzoqinisekisa ukuthi izimfuno ze IDP ziyafezeka.,Such co-operation will ensure that the IDP requirements are met.,Newspaper
Lesi yisigaba sokuqala sabaqeqeshi abethamele uhlelo lweRecognition for Prior Learning ngonyaka odlule njengengxenye yeNational Coaching Framework.,This is the first category of trainers who attended the Recognition for Prior Learning program last year as part of the National Coaching Framework.,Newspaper
Lo mcimbi ubuhanjelwe yizithunywa ezivela emazweni omhlaba ebeziyingxenye yengxoxo ngokuthuthukiswa kosomabhizinisi namasu amasha.,The event was attended by delegates from around the world who were part of a discussion on entrepreneurial development and innovation.,Newspaper
Nepaki yona uqobo ibigcwele ichichima kwaze kwadinga ukuthi bakhe izitolo zamathikithi zesikhashana.,The park itself was so overcrowded that they had to build temporary ticket stores.,Newspaper
"Ngithanda ukubonga abahambela lomcimbi ngendlela enhle abaziphatha ngayo, ngiphinde ngibonge nabashayeli ngokubekezelelana ngesikhathi eminye imigwaqo ivaliwe.",I would also like to thank the guests at the event for their good behavior and thank the drivers for their patience as some roads are closed.,Newspaper
"Ziningi izindawo esizihlonzile esizozishintsha sizenze amapaki lapho abantu bezozithokozisa khona,� kusho uLuthuli.","There are many places we have identified that we will turn into parks for people to enjoy, said Luthuli.",Newspaper
"Abazoqokelwa lo msebenzi bazophinde basize uMasipala ekuhlanganiseni, ekubhaleni nasekulandeleni amapulani okuthuthukiswa komnotho aqondene nezindawo eziyisithupha ezibekwe uMasipala eqhulwini.","The nominees will also assist the Municipality in compiling, drafting and implementing economic development plans pertaining to the six priority areas of the Municipality.",Newspaper
Kunezikhala zemisebenzi ezingu-20 esezifakwe ku-LinkedIn kanti abantu abafake izicelo zabo kuwona sebengu-800 ezinsukwini ezintathu zokuqala.,There are 20 job vacancies posted on LinkedIn and 800 people have applied for the first three days.,Newspaper
"Ngokwesinqumo soMkhandlu, izinhlu zabantu abalinde izindlu zemikhandlu emidala zaqedwa kusukela ngoNovemba 19, 2002.","According to the Council's decision, the list of people waiting for the old council houses was completed from November 19, 2002.",Newspaper
"Lolu hlelo oluhlongozwayo luchaza izikhathi, izinyathelo kanye nenqubo ezolandelwa maqondana nokuqikelela ukuthi umphakathi uyabandakanywa nokuqondanisa okwenziwayo nezidingo zawo.","The proposed plan outlines the times, steps and procedures to be taken to ensure community involvement and alignment with their needs.",Newspaper
"UThulani Nzama, ovela kulomnyango uthe inhloso wukuthuthukisa ulwazi lwabantu abamnyama kulomkhakha baphinde bathuthukise abesifazane kulomkhakha.","Thulani Nzama, from the department, said the aim was to improve the knowledge of black people in the sector and to empower women in the sector.",Newspaper
"Yakhangiswa ngo-22 Febhuwari 2013, yavala ngo-15 Mashi 2013.",It was advertised on 22 February 2013 and closed on 15 March 2013.,Newspaper
Ezinye izinhlelo zentuthuko zibandakanya ukulungiswa kwenkundla iPrincess Magogo Stadium eyalungiswa ngoR90 million ilungiselwa imidlalo ka 2010 FIFA World Cup.,Other development projects include the renovation of the Princess Magogo Stadium which was renovated at a cost of R90 million for the 2010 FIFA World Cup.,Newspaper
Labafundi bavakashele izitende bathola nokuthi kudingekani ukuze usebenze emkhakheni wezasolwandle.,These students visited the tents and found out what it takes to work in the maritime sector.,Newspaper
Usuku lwabaSebenzi ngolunye lwezinsuku ezazisetshenziswa ngabasebenzi ukuhlangana belwisane nohulumeni wobandlululo.,Labor Day is one of the days that workers used to rally against the apartheid government.,Newspaper
Saphinda saba nenkinga yomfundi owabanjwa edayisa izidakamizwa emagcekeni esikole.,We also had the problem of a student who was caught selling drugs on school premises.,Newspaper
Usuku lokugcina lokwamukelwa kwalezi ziphakamiso ngumhlaka 2013-01-25.,The closing date for these proposals is 2013-01-25.,Newspaper
Siyazama nokuthola izindlela zokunciphisa iphunga elibi emva kokuthola izikhalazo eziningi.,We are also trying to find ways to reduce bad breath after receiving many complaints.,Newspaper
UMasipala uneminyango wakwaSizakala eThekwini lonke namaphethelo ehlose ukuhlinzeka ngezidingo ezahlukahlukene kubantu nokuthi bakwazi ukuzithola eduzane.,The Municipality has Sizakala departments throughout eThekwini and its environs that aim to provide a variety of services to the people and to enable them to access them locally.,Newspaper
Abazobe behambele lo mbukiso bazophinde bekwazi ukuhambe isitende sakwaGo!Durban lapho bezofunda kabanzi ngezinhlelo zeDolobha zokwakha uhlelo lwezokuthutha umphakathi olusebenzayo.,Visitors to the exhibition will also be able to visit the Go! Durban booth to learn more about the City's plans to build an effective public transport system.,Newspaper
Lokhu kushiwo ngabahlela lomcimbi waminyaka yonke oqale eGugu Dlamini Park.,This was stated by the organizers of the annual event which started at Gugu Dlamini Park.,Newspaper
ITheku liphinde lafundisa iTshwane ngohlelo lokuguqulwa kwamagama emigwaqo.,Durban also educated Tshwane on the process of renaming streets.,Newspaper
Lo mhlangano uqale ngokuvakashela izindawo ezintathu eziqhakambisa zeDolobha ezifana neDube TradePort.,The meeting began with a visit to three of the City's highlights such as the Dube Trade Port.,Newspaper
Usuku lokwethulwa kwawo alukaziwa .,The launch date is unknown.,Newspaper
NgoSepthemba ka-2015 ubizelwe ukuya ekhempini yeqembu lesizwe lika Under 17 elaliyodla ku-Under 17 FIFA World Cup eChile.,In September 2015 he was invited to attend the Under 17 national team camp that would win the Under 17 FIFA World Cup in Chile.,Newspaper
Usuyowuvula uma ukuvuza sekulungisiwe.,"
You will open it once the leak is fixed.",Newspaper
"Uma unemibuzo maqondana:- Nendawo yokulahla udoti yaseSeadoone, ungathintana noDenis Roelofsz - 031 903 6943.","If you have any questions about: - Seadoone landfill, you can contact Denis Roelofsz - 031 903 6943.",Newspaper
"Lo mqudelwano osuba minyaka yonke, kulonyaka ubuvuleleke nakubasubathi bangaphandle kwendawo abasuka koNanda naseMlazi.","This annual competition, this year was also open to foreign athletes from Inanda and Umlazi.",Newspaper
Olunye ulwazi ngemithetho luyatholakala ku: www.durban.gov.za Hlonipha imithetho kakhulu ngalolu hlelo. �Ngiyajabula ukuthi abantwana bami uma sebebuya esikoleni bazofica izinto sezishintshile.,"More information on the rules is available at: www.durban.gov.za Respect the rules for this program. I am glad that when my children come home from school, they will find that things have changed.",Newspaper
Siyi-UIP sijabule kakhulu ukuthi ithimba lonogada bethu likwazile ukwakha ubudlelwano bokusebenzisana namaPhoyisa oMkhandlu.,As UIP we are very happy that our security team has been able to build a working relationship with the Municipal Police.,Newspaper
Konke lokhu okusohlwini lwenkulumo yeMeya kwenziwa kuwona wonke amazinga abasebenzi boMkhandlu.,All this list of Mayor's speeches is done at all levels of Council staff.,Newspaper
"Kwawona amacala ayethethwe isikhathi eside ayemgqilazile, amshaya kakhulu emzimbeni kanye nasemoyeni wakhe.","The very long-awaited charges had enslaved her, severely hitting her physically and emotionally.",Novel
Eminye imininingwane itholakala kuHlengiwe Mthethwa kule nombolo: 031-311 4500.,Further information is available from Hlengiwe Mthethwa on 031-311 4500.,Newspaper
Ukhetho emaWadini angu 9 luhlehlisiwe ngenxa yamigubho ka Eid.,Elections in 9 wards have been postponed due to Eid celebrations.,Newspaper
Ipulani yebhizinisi 12.,Business plan 12.,Newspaper
I-King George Hospital iqanjwe nge King Dinizulu Hospital Complex Isithombe: ROMITA HANUMAN SLINDILE MALULEKA UMASIPALA weTheku uyawulandela umyalelo ka zwelonke wokuhambisa phambili ezemfundo.,King George Hospital is named after King Dinizulu Hospital Complex Picture: ROMITA HANUMAN SLINDILE MALULEKA eThekwini Municipality is following a national mandate to promote education.,Newspaper
Iakhawunti yokuqala nginegunye lokuyisebenzi futhi imali ekhona eqondene nokusebenza kwebhizinisi.,In the first account I have a working permit and the available funds are for the operation of the business.,Newspaper
"Lomcimbi ubuhlelwe uMnyango wezokuThuthukiswa kwezo- Mnotho nezokuVakasha, uMnyango wezobuCiko namaSiko noMasipala weTheku nezinye izinhlangano.","The event was organized by the Department of Economic Development and Tourism, the Department of Arts and Culture and the eThekwini Municipality and other organizations.",Newspaper
"Endaweni yaseCato Manor kunezikhungo ezingamashumi amathathu njengamanje, kuma-ward amane.","In the Cato Manor area, there are currently thirty centers, in four wards.",Newspaper
Usuku lokudla lo mhlaba umhla ka-24 Juni 2016 kanti kusukela ngalolo suku ubunikazi balo mhlaba buzodlulela kuMasipala. b.,The date of expropriation is 24 June 2016 and from that date ownership of the property will pass to the Municipality. b.,Newspaper
"Ngempela esibhedlela waya base bethi uzolaliswa ampontshwe amanzi ngaphakathi abangwe wukuphuzakakhulu, bazophinde bamnike nokudla okunempilo ukuze abuyele esimweni.","He went to the hospital and was told that he would be put to bed and given water inside because of excessive drinking, and they would also give him healthy food to get him back on track.",Short Story
Lezinyanga ezingu-6 zizonikeza uMasipala ithuba lokufundisa ngalo mthetho kulabo basebenzi okumele baqinisekise ukusebenza kwawo.,The 6 months will provide the Municipality with an opportunity to educate those employees who need to ensure its implementation.,Newspaper
UKarla Mostert uyena obe ngumdlali ovelele kulo mqhudelwano.,Karla Mostert was the standout performer in the tournament.,Newspaper
IKZN isendaweni enhle ukuthuthukisa ezasolwandle nemihlomulo yakhona kanti uMnyango unezinhlelo eziningi zokuvuna kwezasolwandle.,IKZN is in a good position to develop the marine environment and its benefits and the Department has several marine harvesting programs.,Newspaper
Izincomo ezize nalo mbiko zifaka amasu okuqhamuka nezixazululo ezintsha zokuqeda ukubhekana ngeziqu zamehlo emkhakheni wamabhizinisi amancane nabahwebi kanjalo nokuqinisa ubumbano.,The recommendations of the report include strategies to come up with new solutions to eliminate eye stereotypes in the small business and retail sector as well as strengthen partnerships.,Newspaper
"Sibonga kakhulu ngemisebenzi yenu emihle eniyenzayo� kusho u Nxumalo Owine esigabeni sokulwa nobugebengu uJoseph Duma uthe, �Sifisa ukubonga iMeya noMasipala ngokuklomelisa umsebenzi wethu.","Thank you very much for the good work you are doing said Nxumalo Owine in the fight against crime Joseph Duma said, we wish to thank the Mayor and the Municipality for rewarding our work.",Newspaper
"I-KZN SOCIETY FOR THE BLIND I-KZN Society for the Blind yasungulwa ngo-1919, kanti isaqhubeka nokusiza labo abangaboni emehlweni nalabo ababona kancane kulesi sifundazwe.",KZN SOCIETY FOR THE BLIND The KZN Society for the Blind was established in 1919 and continues to help the blind and partially sighted in the province.,Newspaper
"Ngonyaka ka-2010 umphakathi wamenywa ukuthi ufake imibono yawo ngalokhu, abantu abaningi benzenjalo.","In 2010 the public was invited to submit their views on this, with many people doing so.",Newspaper
UHogg uthe iTheku linawo amandla okulondoloza izitshalo.,Hogg said Durban has the potential to conserve crops.,Newspaper
Uqhube wathi kubalulekile ukugcina ubudlelwane obuhle phakathi kukaMasipala noGem Schoolwear. �Ezemfundo zingaphansi kwezinto ezinhlanu ezibalulekile kuhulumeni.,He said it was important to maintain a good relationship between the Municipality and Gem School wear. Education is one of the five priorities of government.,Newspaper
